Analysis40RP_r0000261482_s005_p000.ntuple.root	58216877	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261482_s005_p000.ntuple.root	98d574c6
Analysis40RP_r0000261485_s005_p000.ntuple.root	62583105	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261485_s005_p000.ntuple.root	0e19f178
Analysis40RP_r0000261488_s003_p000.ntuple.root	78544214	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261488_s003_p000.ntuple.root	c696ca1b
Analysis40RP_r0000261488_s005_p000.ntuple.root	57451248	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261488_s005_p000.ntuple.root	73ee3c68
Analysis40RP_r0000261490_s000_p000.ntuple.root	78407053	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261490_s000_p000.ntuple.root	40c63899
Analysis40RP_r0000261491_s001_p000.ntuple.root	79012692	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261491_s001_p000.ntuple.root	bf493b7d
Analysis40RP_r0000261494_s002_p000.ntuple.root	79115629	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261494_s002_p000.ntuple.root	70663fb4
Analysis40RP_r0000261494_s005_p000.ntuple.root	56230676	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261494_s005_p000.ntuple.root	07e657bb
Analysis40RP_r0000261495_s001_p000.ntuple.root	78928276	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261495_s001_p000.ntuple.root	a6f872dd
Analysis40RP_r0000261495_s003_p000.ntuple.root	78954073	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261495_s003_p000.ntuple.root	d283bfae
Analysis40RP_r0000261495_s005_p000.ntuple.root	62778640	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261495_s005_p000.ntuple.root	de952016
Analysis40RP_r0000261496_s001_p000.ntuple.root	78344032	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261496_s001_p000.ntuple.root	ee736f85
Analysis40RP_r0000261496_s002_p000.ntuple.root	78369921	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261496_s002_p000.ntuple.root	88c6b263
Analysis40RP_r0000261497_s001_p000.ntuple.root	78948389	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261497_s001_p000.ntuple.root	5de26636
Analysis40RP_r0000261497_s002_p000.ntuple.root	78951576	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261400/Analysis40RP_r0000261497_s002_p000.ntuple.root	ef0d48a5
Analysis40RP_r0000261502_s001_p000.ntuple.root	79015478	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261502_s001_p000.ntuple.root	b2a2bdad
Analysis40RP_r0000261502_s002_p000.ntuple.root	79063785	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261502_s002_p000.ntuple.root	7c02db3c
Analysis40RP_r0000261503_s001_p000.ntuple.root	78929501	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261503_s001_p000.ntuple.root	df5183f5
Analysis40RP_r0000261505_s005_p000.ntuple.root	56209616	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261505_s005_p000.ntuple.root	da5623d3
Analysis40RP_r0000261506_s000_p000.ntuple.root	78926763	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261506_s000_p000.ntuple.root	13b85cb6
Analysis40RP_r0000261506_s004_p000.ntuple.root	78848722	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261506_s004_p000.ntuple.root	b051d8db
Analysis40RP_r0000261507_s000_p000.ntuple.root	78921149	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261507_s000_p000.ntuple.root	3278b2d2
Analysis40RP_r0000261507_s002_p000.ntuple.root	78907558	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261507_s002_p000.ntuple.root	8953f4cd
Analysis40RP_r0000261508_s000_p000.ntuple.root	78914622	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261508_s000_p000.ntuple.root	4112f039
Analysis40RP_r0000261508_s004_p000.ntuple.root	79023891	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261508_s004_p000.ntuple.root	872a43b2
Analysis40RP_r0000261511_s000_p000.ntuple.root	78804006	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261511_s000_p000.ntuple.root	62cc624f
Analysis40RP_r0000261511_s001_p000.ntuple.root	79174856	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261511_s001_p000.ntuple.root	212219d1
Analysis40RP_r0000261511_s004_p000.ntuple.root	78915775	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261511_s004_p000.ntuple.root	b3760071
Analysis40RP_r0000261513_s003_p000.ntuple.root	78876674	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261513_s003_p000.ntuple.root	78d1cde9
Analysis40RP_r0000261513_s004_p000.ntuple.root	79017674	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261513_s004_p000.ntuple.root	389c0ad6
Analysis40RP_r0000261513_s005_p000.ntuple.root	57135678	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261513_s005_p000.ntuple.root	b7a22835
Analysis40RP_r0000261515_s004_p000.ntuple.root	78804991	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261515_s004_p000.ntuple.root	36a532bc
Analysis40RP_r0000261516_s000_p000.ntuple.root	78882861	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261516_s000_p000.ntuple.root	daaabcfb
Analysis40RP_r0000261516_s002_p000.ntuple.root	78937262	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261516_s002_p000.ntuple.root	c405e28b
Analysis40RP_r0000261516_s004_p000.ntuple.root	78940376	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261516_s004_p000.ntuple.root	5975045e
Analysis40RP_r0000261518_s000_p000.ntuple.root	78935877	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261518_s000_p000.ntuple.root	75b29e30
Analysis40RP_r0000261518_s004_p000.ntuple.root	79033902	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261518_s004_p000.ntuple.root	31d91bbb
Analysis40RP_r0000261519_s000_p000.ntuple.root	78889202	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261519_s000_p000.ntuple.root	6a32c71b
Analysis40RP_r0000261519_s002_p000.ntuple.root	79102496	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261519_s002_p000.ntuple.root	810bbb8e
Analysis40RP_r0000261520_s001_p000.ntuple.root	79108168	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261520_s001_p000.ntuple.root	d087edbe
Analysis40RP_r0000261520_s003_p000.ntuple.root	79306831	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261520_s003_p000.ntuple.root	4f77b641
Analysis40RP_r0000261523_s002_p000.ntuple.root	78993323	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261523_s002_p000.ntuple.root	b75a0db4
Analysis40RP_r0000261523_s004_p000.ntuple.root	78928576	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261523_s004_p000.ntuple.root	d0425525
Analysis40RP_r0000261524_s000_p000.ntuple.root	78853378	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261524_s000_p000.ntuple.root	77b7818e
Analysis40RP_r0000261524_s005_p000.ntuple.root	61563981	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261524_s005_p000.ntuple.root	679c3314
Analysis40RP_r0000261525_s002_p000.ntuple.root	79014644	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261525_s002_p000.ntuple.root	c11eee45
Analysis40RP_r0000261525_s004_p000.ntuple.root	78971190	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261525_s004_p000.ntuple.root	ecb57dbf
Analysis40RP_r0000261527_s003_p000.ntuple.root	79188001	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261527_s003_p000.ntuple.root	c0cd3aae
Analysis40RP_r0000261527_s005_p000.ntuple.root	55559598	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261527_s005_p000.ntuple.root	85169f26
Analysis40RP_r0000261528_s001_p000.ntuple.root	78739123	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261528_s001_p000.ntuple.root	e8fb2723
Analysis40RP_r0000261528_s004_p000.ntuple.root	78997883	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261528_s004_p000.ntuple.root	998d248c
Analysis40RP_r0000261528_s005_p000.ntuple.root	56039397	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261528_s005_p000.ntuple.root	abec55f4
Analysis40RP_r0000261529_s005_p000.ntuple.root	61206683	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261529_s005_p000.ntuple.root	7e1dd7f7
Analysis40RP_r0000261531_s005_p000.ntuple.root	55040096	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261531_s005_p000.ntuple.root	79f35f99
Analysis40RP_r0000261532_s000_p000.ntuple.root	78946795	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261532_s000_p000.ntuple.root	260ff90e
Analysis40RP_r0000261532_s004_p000.ntuple.root	78974468	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261532_s004_p000.ntuple.root	94626727
Analysis40RP_r0000261532_s005_p000.ntuple.root	55335041	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261532_s005_p000.ntuple.root	0664aed0
Analysis40RP_r0000261533_s003_p000.ntuple.root	79012810	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261533_s003_p000.ntuple.root	77854f9d
Analysis40RP_r0000261534_s001_p000.ntuple.root	78948921	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261534_s001_p000.ntuple.root	57c6eda4
Analysis40RP_r0000261534_s005_p000.ntuple.root	60892925	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261534_s005_p000.ntuple.root	725ae872
Analysis40RP_r0000261536_s002_p000.ntuple.root	82255317	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261536_s002_p000.ntuple.root	27b9ab35
Analysis40RP_r0000261536_s004_p000.ntuple.root	78451818	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261536_s004_p000.ntuple.root	fb3a10c7
Analysis40RP_r0000261537_s001_p000.ntuple.root	78511808	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261537_s001_p000.ntuple.root	f70ea386
Analysis40RP_r0000261537_s005_p000.ntuple.root	56729660	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261537_s005_p000.ntuple.root	c331721b
Analysis40RP_r0000261538_s004_p000.ntuple.root	78997893	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261538_s004_p000.ntuple.root	72b7b232
Analysis40RP_r0000261539_s003_p000.ntuple.root	79029339	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261539_s003_p000.ntuple.root	68543984
Analysis40RP_r0000261539_s005_p000.ntuple.root	61144482	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261539_s005_p000.ntuple.root	b6d651a9
Analysis40RP_r0000261540_s000_p000.ntuple.root	78381621	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261540_s000_p000.ntuple.root	092fa3e1
Analysis40RP_r0000261540_s003_p000.ntuple.root	78392584	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261540_s003_p000.ntuple.root	6b332aa1
Analysis40RP_r0000261540_s004_p000.ntuple.root	78458117	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261540_s004_p000.ntuple.root	b51c9f3c
Analysis40RP_r0000261540_s005_p000.ntuple.root	58230757	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261540_s005_p000.ntuple.root	8e04cdc9
Analysis40RP_r0000261541_s002_p000.ntuple.root	78430264	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261541_s002_p000.ntuple.root	0fafc5ca
Analysis40RP_r0000261541_s005_p000.ntuple.root	57852285	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261541_s005_p000.ntuple.root	d08b3910
Analysis40RP_r0000261542_s001_p000.ntuple.root	78385298	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261542_s001_p000.ntuple.root	71dd8c2e
Analysis40RP_r0000261543_s001_p000.ntuple.root	78718142	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261543_s001_p000.ntuple.root	deb2afd5
Analysis40RP_r0000261543_s004_p000.ntuple.root	78862645	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261543_s004_p000.ntuple.root	5f5f85c9
Analysis40RP_r0000261544_s001_p000.ntuple.root	75861231	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261544_s001_p000.ntuple.root	16c5a3eb
Analysis40RP_r0000261544_s004_p000.ntuple.root	78957111	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261544_s004_p000.ntuple.root	d910659d
Analysis40RP_r0000261545_s000_p000.ntuple.root	78823983	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261545_s000_p000.ntuple.root	477109e3
Analysis40RP_r0000261545_s003_p000.ntuple.root	78983472	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261545_s003_p000.ntuple.root	a614d8a2
Analysis40RP_r0000261545_s005_p000.ntuple.root	57282819	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261545_s005_p000.ntuple.root	2875af08
Analysis40RP_r0000261546_s001_p000.ntuple.root	79090803	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261546_s001_p000.ntuple.root	9dd7d729
Analysis40RP_r0000261546_s003_p000.ntuple.root	79073862	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261546_s003_p000.ntuple.root	f05b22ba
Analysis40RP_r0000261546_s004_p000.ntuple.root	79160339	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261546_s004_p000.ntuple.root	057e5838
Analysis40RP_r0000261547_s000_p000.ntuple.root	78953159	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261547_s000_p000.ntuple.root	77af22e8
Analysis40RP_r0000261547_s002_p000.ntuple.root	78775683	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261547_s002_p000.ntuple.root	dd87757f
Analysis40RP_r0000261562_s001_p000.ntuple.root	79066734	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261562_s001_p000.ntuple.root	9fabb959
Analysis40RP_r0000261562_s002_p000.ntuple.root	79010373	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261562_s002_p000.ntuple.root	071ec0f0
Analysis40RP_r0000261562_s004_p000.ntuple.root	79083641	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261562_s004_p000.ntuple.root	1af438b6
Analysis40RP_r0000261562_s005_p000.ntuple.root	56211885	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261562_s005_p000.ntuple.root	35f983f8
Analysis40RP_r0000261563_s002_p000.ntuple.root	78980553	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261563_s002_p000.ntuple.root	b72f2c73
Analysis40RP_r0000261564_s000_p000.ntuple.root	78945628	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261564_s000_p000.ntuple.root	572568cf
Analysis40RP_r0000261564_s004_p000.ntuple.root	79132366	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261564_s004_p000.ntuple.root	a27ed653
Analysis40RP_r0000261565_s001_p000.ntuple.root	79043145	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261565_s001_p000.ntuple.root	1a2459e2
Analysis40RP_r0000261565_s004_p000.ntuple.root	79112947	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261565_s004_p000.ntuple.root	85ca7816
Analysis40RP_r0000261566_s003_p000.ntuple.root	76194111	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261566_s003_p000.ntuple.root	ef549e22
Analysis40RP_r0000261567_s000_p000.ntuple.root	78441421	srm://lcg-snopse1.sfu.computecanada.ca:8443/snoplus/processing/Analysis40RP/r260000/r261500/Analysis40RP_r0000261567_s000_p000.ntuple.root	1f4506df
